date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
198309,-1.17,-0.49,1.69,1.3,-1.62,3.06,2.97,2.89,4.35,1.05,4.39,5.02,4.04,3.56,3.45,1.38,2.83,2.52,3.02,2.79,4.24,0.69,1.13,2.65,-0.13
198310,-5.83,-4.74,-4.5,-6.09,-8.73,-4.47,-4.85,-3.74,-4.62,-8.92,-1.69,-2.7,-4.72,-2.9,-5.84,-2.12,-1.4,-1.51,-3.07,-7.23,-1.33,-0.26,-0.45,-1.36,-3.81
198311,4.17,3.78,5.1,4.2,2.07,6.55,5.91,5.33,5.26,4.48,5.22,4.03,5.05,5.69,4.48,8.01,5.56,3.69,2.45,4.9,0,3.63,2.19,-0.55,2.45
198312,-1.39,-1.58,-0.63,-0.33,-3.46,-0.57,-0.83,-0.73,-0.56,-1.92,0.85,-0.71,-1.26,-2.28,-2.24,-0.27,-2.37,-1.82,-1.43,-3.28,1.88,-0.4,-0.64,-0.73,-0.2
198401,1.51,0.08,0.45,-1.02,-0.87,-0.03,-0.44,0.25,-0.79,-3.68,-1.38,-3.98,-1.1,-5.09,-4.26,-3.81,-2.55,-0.75,-3.32,-4.97,-1.47,-0.1,3.77,-2.13,-3.38
198402,-6.12,-6.3,-4.53,-5.8,-6.79,-5.24,-4.19,-5.75,-4.14,-5.39,-9.21,-4.32,-4.5,-4.29,-5.99,-5.38,-5.59,-2.97,-4.27,-6.89,-7.46,-1.57,-2.72,-3.24,-6.11
198403,1.58,1.49,1.04,1.48,-0.81,2.18,0.59,0.4,1.1,0.91,3.81,0.97,1.53,2.27,0.5,1.82,3.95,1.64,2.36,-0.19,4.85,2.15,-1.05,1.7,1.58
198404,-2.31,-0.26,-1.25,-1.45,-3.16,-0.88,0.36,0,1.29,-1.17,-0.74,-0.98,-0.18,0.26,0.92,-2.58,-1.28,-0.82,-0.62,-2.17,-2.76,2.95,1.92,0.14,0.87
198405,-5.74,-4.57,-3.28,-2.47,-6.24,-6.25,-3.42,-3.98,-3.91,-6.58,-6.4,-5,-3.78,-5.87,-6.16,-9.33,-4.99,-4.44,-4.47,-3.66,-3.8,-6.11,-4.79,-4.42,-4.76
198406,2.87,3.12,1.7,0.68,1.1,2.58,1.11,4.45,3.71,3.35,1.67,3.76,2.47,3.61,4.33,2.91,2.41,3.02,4.27,4.81,0.37,1.29,5.54,2.04,2.18
198407,-6.48,-3.67,-1.54,-3.19,-6.74,-6.06,-4.84,-3.18,-1.49,-4.7,-3.41,-3.65,-2.49,-0.53,-3.85,-7,-3.32,-1.91,-2.88,-3.53,-5.81,-2.83,-0.77,1.71,-1.6
198408,8.87,8.04,8.77,10.12,11.5,12.97,9.92,9.02,11.57,13.86,13.95,9.69,11.19,11.74,14.16,12.97,12.6,11.52,11.52,12.06,13.86,11.07,9.91,10.3,13.24
198409,0.02,0.86,0.38,0.59,-2.22,1.15,0.47,1.04,0.74,-3.19,0.96,2.09,1.73,2.26,-2.46,-0.75,1.83,0.56,1.56,-1.29,-0.87,0.26,1.07,-0.05,-3.24
198410,-4.7,-0.96,-1.55,-2,-2.69,-2.4,-0.37,-0.56,0.51,-1.66,-2.86,-1.04,0.88,1.29,-0.61,-1.84,0.39,0.41,0.91,0.66,1,-1.19,1.75,1.92,-1.31
198411,-4.58,-0.94,-1,-2.96,-4.47,-1.83,-1.25,-0.67,-1.01,-3.54,0.39,2.44,0.84,0.69,-3.16,-0.43,0.27,0.31,-0.94,-2.83,-1.31,0.17,-0.94,-1.15,-3.28
198412,-1.84,0.82,1.49,2.22,1.42,1.47,0.7,3.96,2.28,2.44,1.31,1.37,1.91,4.84,3.41,1.12,3.38,2.63,3.1,3.18,-0.97,2.72,2.54,3.18,2.28
198501,12.01,11.44,10.39,11.13,15.71,10.26,9.33,10.76,10.96,14.3,9.96,8.08,9.9,8.31,13.54,9.76,8.36,9.15,8.7,12.68,7.53,5.26,6.62,8.46,11.63
198502,5.03,4.47,2.23,3.6,3.62,1.21,2.12,2.07,3.13,2.48,0.72,1.32,0.52,1.54,1.22,2.36,1.37,0.88,2.35,1.27,3.98,2.25,2.59,0.6,0.47
198503,-1.42,-1.63,-0.19,-0.44,-3.41,-2.33,-0.6,-0.66,-0.9,-3.12,-0.87,0.62,-0.02,0.14,-3.07,-0.22,1.19,-0.15,0.41,-2.11,2.3,1.99,0.07,-1.01,-2.11
198504,-1.11,0.43,0.41,-0.93,-2,-2.52,-0.01,0.75,0.39,-2.08,-0.42,0.38,1.45,-0.76,-0.75,-3.21,0.48,-0.21,0.04,-0.85,-1.31,0.37,0.57,-1.07,-1.25
198505,1.28,4.21,3.52,1.22,3.13,3.31,3.47,3.66,4.72,4.41,2.53,3.87,4.12,5.28,7.02,3.07,5.71,7.04,6.47,5.64,5.26,5.03,6.18,7.19,7.94
198506,-0.66,1.93,3.75,1.32,0.67,3.1,1.67,2.74,2.64,2.39,1.18,2.38,2.94,3.46,3.46,-0.4,2.86,2.49,2.29,2.14,2.01,0.77,1.54,1.13,2.67
198507,2.99,3.46,1.54,1.64,2.73,2.04,2.33,2.42,3.62,3.28,4.76,1.47,0.91,2.02,0.66,1.75,0.09,-0.42,-0.88,-0.47,-2.08,-1.19,-0.3,-0.03,-1.02
198508,-0.76,-0.19,-0.89,-0.01,-1.69,-0.42,0.27,2.59,-0.33,-2.68,-0.55,-0.9,0.93,-0.01,-3.25,0.27,1.88,-0.94,-0.28,-1.67,0.06,0.75,-0.41,-1.35,-1.38
198509,-6.75,-4.5,-3.78,-4.32,-7.27,-5.64,-4.45,-4.23,-4.61,-7.18,-2.53,-3.61,-4.12,-4.12,-6.75,-2.75,-4.19,-4.86,-5.04,-6.74,-1.88,-1.56,-3.41,-4.08,-4.22
198510,-0.02,4.11,1.98,2.84,1.64,4.44,2.97,4.79,5.44,2.86,3.08,2.3,3.76,5.04,3.44,4.35,6.44,5.38,5.22,5.1,2.22,4.78,6,5.07,5.06
198511,4.63,4.69,4.73,6.01,6.61,5.69,6.44,8.97,7.01,8.77,4.09,6.68,6.25,6.19,8.38,5.54,4.31,6.85,8.5,8.63,7.91,4.99,8.33,7.4,6.45
198512,1.65,3.78,5.47,4.22,4.67,0.83,4.54,3.86,4.59,5.59,3.79,4.66,3.84,5.66,3.53,1.77,5.38,4.6,4.97,3.34,4.88,2.66,4.95,6.06,3.92
198601,2.67,3.12,1.35,2.1,3.74,0.09,2.09,1.79,0.46,1.44,0.84,1.36,3.22,3.65,1.61,-0.26,2.1,2.13,2.45,1.67,-2.52,-0.38,1.43,0.81,2.61
198602,4.52,6.31,5.51,7.43,6.58,2.27,6.41,7.7,8.66,8.33,4.8,7.78,7.79,7.36,8.1,5.19,8.6,7.51,7.84,8.97,9.44,5.69,9.45,6.57,9.26
198603,4.44,5.88,6.3,5.05,4.74,8.2,6.91,4.02,5.83,3.74,7.96,6.69,5.76,4.23,5.73,3.44,5.81,4.62,6.68,4.98,5.84,4.99,6.24,5.55,4.3
198604,1.55,1.4,1.08,0.7,2.86,0.27,0.49,1.06,1.69,1.14,-0.02,-0.82,0.55,3.65,0.82,-2.84,-2.61,-1.39,-1.39,1.47,1.41,-0.55,-3.1,-1.15,-3.23
198605,3.7,2.92,4.23,4.05,4.12,3.49,3.86,3.63,3.88,3.53,2.05,5.13,5.77,6.47,3.94,5.98,5.38,4.88,4.19,5.89,6.87,6.36,5.52,3.28,6.19
198606,-0.66,2.77,1.2,-0.37,-0.33,0.79,0.9,3.06,1.06,-0.16,-1.18,0.94,1.25,2.82,-0.29,-0.45,2.92,1.37,4.02,-0.64,2.48,1.45,3.12,1.05,-2.13
198607,-9.99,-6.42,-7.28,-6.83,-10.45,-10.15,-6.84,-7.44,-8.74,-10.61,-11.17,-7.52,-5.14,-6.26,-9.15,-8.9,-4.96,-6.01,-5.57,-8.3,-10.45,-3.6,-3.55,-4.38,-7.73
198608,1.61,1.55,1.11,1.77,0.46,4.32,3.9,6.28,4.24,2.66,9.22,6.34,5.89,4.58,4.48,11.68,8.54,7.85,6.09,5.04,12.92,8.78,7.88,5.23,5.79
198609,-6.37,-4.52,-4.27,-6.51,-7.03,-4.25,-4.5,-4.47,-6.95,-8.46,-3.99,-5.86,-6.51,-6.63,-7.28,-2.57,-4.95,-8.26,-8.49,-8.4,-3.26,-6.86,-9.78,-11.03,-8.43
198610,1.79,2.27,3.77,2.74,1.22,5.57,4.05,2.63,4.27,5.35,2.55,3.37,2.93,2.09,4.25,6.02,5.58,5.88,5.28,5.77,4.86,6.65,5.39,7.74,2.99
198611,-0.76,0.41,-1.16,0.68,-0.8,-0.75,-0.41,0.45,-0.22,-0.04,1.46,0.79,0.44,0.06,-0.78,0.53,0.43,0.83,1.46,1.01,1.31,2.9,3.27,1.39,1.79
198612,-3.64,-3.02,-2.93,-1.18,-4.78,-2.88,-1.88,-2.12,-1.38,-3.62,-2.03,-1.89,-2.72,-1.38,-2.94,-4.16,-2.51,-3.52,-3.19,-3.37,-0.89,-3.41,-1.89,-2.06,-4.01
198701,10.88,11.16,8.36,9.99,10.75,12.98,10.71,10.66,13.22,12.35,13.12,10.08,9.44,10.67,14.2,14.88,11.34,12.8,11.14,12.3,13.55,11.33,13.73,14.3,12.82
198702,8.99,7.54,9.16,7.31,8.86,7.55,5.42,6.8,7.32,9.01,6.83,5.18,6.02,5.58,8.18,6.14,3.15,3.31,5.66,8.7,3.31,0.31,2.78,6.09,6.32
198703,4.37,2.92,3.42,0.27,3.01,4.14,1.98,1.57,2.93,0.14,4.08,2.02,1.85,-0.05,0.08,3.17,2.58,2.34,0.49,-0.1,9.03,5.1,1.14,0.8,1.87
198704,-0.91,-1.26,-2.46,-2.08,-2.62,-2.23,-3.31,-2.64,-4.36,-3.65,0.08,-0.31,-3.31,-3.81,-3.23,1.11,-1.19,-2.77,-3.53,-3.71,-0.71,-0.94,-2.03,-1.44,0.03
198705,1.5,0.77,-1.2,0.8,-0.59,0.18,-0.28,0.47,-0.14,-0.9,2.27,-0.11,-0.52,-0.26,1.33,3.06,-0.56,-0.8,-0.12,1.92,2.33,1.84,1.05,0.36,-0.56
198706,1.19,2.83,1.48,1.91,0.56,4.4,1.88,1.86,3.95,2.8,2.24,5.66,4.4,3.18,2.49,3.54,4.25,3.77,4.7,4.05,6.3,5.25,6.16,5.02,3.86
198707,5.67,2.18,2.71,2.27,1.6,5.6,0.6,5.1,4.28,2,8.07,5.5,4.96,2.92,2.82,6.52,5.87,3.49,5.06,3.06,5.88,5.14,2.17,5.16,5.48
198708,-0.5,2.5,1.28,2.83,1.69,0.3,6.02,2.52,3.26,3.7,0.74,1.76,3.21,4.02,5.02,3.66,3.27,3.38,4.24,3.66,1.53,5.99,4.02,4.52,4.98
198709,-0.9,0.14,-0.71,-1.2,-2.62,-2.12,-1.61,-0.46,-2.65,-1.68,-0.01,-1.11,-2.02,-2.95,-3.86,-0.97,-0.93,-3.13,-0.15,-2.24,-1.96,0.78,-2.81,-3.55,-3.54
198710,-33,-27.61,-28.89,-29.72,-32.62,-30.25,-27.62,-25.23,-28.54,-34.62,-27.53,-26.76,-23.41,-25.58,-29.86,-29.17,-20.15,-21.83,-26.24,-28.16,-19.97,-18.07,-18.83,-22.13,-22.85
198711,-5.45,-3.73,-3.45,-4.53,-8.27,-5.21,-2.98,-2.6,-3.65,-8.1,-1.82,-2.66,-4.08,-4.47,-5.45,-6.38,-4.25,-5.46,-5.61,-5.58,-9.66,-7.23,-8.39,-8.47,-9.82
198712,3.87,4.79,4.86,5.99,2.99,5.42,9.94,7.08,8.99,10.36,5.21,7.87,6.84,8.65,9.96,6.71,5.37,7.36,12.44,9.83,8.23,3.82,6.89,7.85,8.41
198801,7.17,4.8,4.44,4.69,6.91,4.56,3.91,4.7,4.51,2.7,7.14,4.67,4.09,4.37,2.94,3.88,4.65,6.06,1.86,3.6,7.28,4.88,3.82,5.69,3.35
198802,6.91,7.17,7.59,7.02,7.25,10.09,10.28,7.68,9.35,8.46,7.1,7.14,8.43,8.13,7.57,9.02,7.39,4.76,7.11,9.41,3.62,5.06,3.22,3.9,4.21
198803,4.79,5.53,5.13,6.16,4.28,6,4.32,4.47,2.71,2.76,5.24,-0.08,1.11,0.27,2.06,2.52,0.53,0.79,0.55,0.27,-0.64,-2.89,-4.3,-4.27,-5.03
198804,3.37,2.2,2.05,2.34,1.12,3.87,3.69,2.68,1.04,2.36,0.89,1.89,1.42,-0.43,-0.59,2.16,0.49,2.24,0.36,-1.47,1.8,1.54,0.82,1.07,-0.18
198805,-2.74,-0.72,-1.19,-2.45,-2.78,-2.54,-1.27,-1.98,-2.6,-3.11,0.22,-0.5,1.19,-1.59,-0.97,0.03,0.66,0.58,-0.29,-0.67,0.37,0.8,1.34,0.73,0.82
198806,4.15,6.18,6.86,4.67,6.74,7.86,7.46,7.88,8.86,8.45,3.82,5.45,6.48,8.05,6.91,5.1,5.06,6.03,7.52,9.09,-0.51,3.5,6.43,4.26,6.16
198807,0.35,-1.01,0.01,-0.94,-0.96,0.29,0.03,-0.07,-0.05,-3.05,-1.04,-1.52,-1.44,-1.76,-3.05,-1.25,-1.49,-0.4,-2.06,-4.01,-0.35,0.67,-0.1,-0.79,-1.72
198808,-3.03,-1.36,-2.08,-1.4,-3.28,-1.91,-0.46,-2.01,-3.28,-4.5,-1.38,-1.06,-1.15,-3.3,-3.83,-0.47,-1.35,-0.96,-3.46,-3.19,-2.4,-2.64,-2.65,-3.22,-4.2
198809,1.57,1.81,3.29,2.68,1.73,2.68,3.38,3.06,2.87,1.61,0.49,2.73,2.95,3.55,3.09,1.92,2.25,3.57,3.73,3.75,3.33,4.85,3.29,5.61,4.8
198810,-2.3,-3.16,-1.3,-1.46,-2.11,-0.73,0.41,-0.85,-1.46,-1.66,0.93,1.43,0.37,0.11,-0.51,1.13,0.98,0.39,0.37,-0.94,2.15,4.01,2.44,3.51,0.39
198811,-4.78,-3.15,-4.24,-3.37,-5.3,-2.21,-1.98,-2.33,-2.94,-4.55,-2.31,-3.07,-2.25,-2.77,-2.54,-1.5,-1.97,-3.24,-2.12,-1.69,-1.59,-0.16,-1.25,-1.45,-3.23
198812,3.84,3,3.45,4.47,2.1,4.49,4.73,2.59,3.73,5.02,4.41,3.17,1.08,3.61,4.73,0.52,2.81,2.42,1.57,2.91,1.99,1.17,2.14,1.1,3.75
198901,6.98,4.45,4.27,4.41,5.32,6.29,4.21,3.11,5.2,4.99,5.65,5.1,4.51,4.89,5.95,8.89,5.58,5.31,3.56,7.18,6.47,6.75,6.78,8.03,7.21
198902,0.83,2.15,1.55,0.15,-0.77,1.93,2.04,1.49,2.47,-0.02,1.14,-0.12,0.98,0.45,-0.03,1.43,-0.93,-0.42,0.2,0.07,-1.12,-1.42,-2.88,-3.19,-3.85
198903,2.4,2.89,4.04,2.77,2.39,3.81,2.6,1.61,1.48,2.66,1.73,2.23,1.9,3.02,2.07,2.51,1.68,1.26,-0.02,1.58,2.81,4.23,1.28,1.95,2.25
198904,2.59,1.38,3.05,3.98,3.51,4.44,5.12,4.43,4.82,4.63,6.15,3.13,4.2,4.84,5.7,5.99,5.55,3.92,5.93,5.28,3.44,5.99,4.14,5.46,5.78
198905,3.03,3.43,4.66,3.75,3.13,4.23,3.79,4.49,2.62,4.9,6.02,3.95,4.07,3.72,6.14,6.92,3.7,4.08,3.57,3.2,3.3,4.81,3.16,4.64,4.44
198906,-1.47,-0.77,-0.56,-1.65,-1.83,-1.88,-0.44,-0.37,-3.12,-3.46,-0.27,1.68,0.81,-0.72,-5.09,1.33,0.21,0.1,-0.4,-1.44,-0.69,0.04,0.56,-1.29,-1.88
198907,3.02,2.86,1.93,3.37,3.04,4.56,2.62,3.53,4.1,6.37,5.13,4.55,5.85,3.29,5.22,9.31,6.99,6.36,9.02,6.94,9.63,8.08,9.71,8.11,9.39
198908,0.39,2.42,2.2,0.6,1.53,1.53,4.37,1.82,3.6,3.53,3.23,2.75,3.8,3.58,2.01,2.77,2.77,2.76,2.93,5.23,2.63,0.45,1.32,1.7,2.8
198909,0.94,-0.14,0.71,-0.86,0.24,-1.84,0.93,0.39,0.38,2.37,-0.16,-1.56,0.2,1.06,-1.18,-2.03,-1.96,-1.39,-1.59,-0.67,2.52,0.6,0.63,-0.99,-0.67
198910,-7.3,-5.22,-4.93,-5,-5.39,-7.37,-4.04,-6.02,-6.76,-6.54,-8.07,-4.43,-5.25,-3.71,-5.85,-6.43,-4.91,-3.37,-3.96,-4.91,-1.61,-1.04,-2.3,-3.02,-1.65
198911,-0.97,-1.89,-1.68,2.36,-0.23,2.9,1.33,0.7,-0.36,0.73,0.67,2.96,2.19,0.05,0.72,2.57,2.68,0.49,1.64,0.79,2.74,2.62,3.05,0.26,1.62
198912,-2.01,0.22,0.5,0.77,-1.92,0.95,1.13,0.39,-0.31,1.54,-0.56,1.53,0.46,0.12,-0.83,4.15,1.34,1.37,2.67,1.18,4.84,3.69,1.64,2.92,-0.46
199001,-5.2,-6.52,-7.15,-7.66,-8.19,-9.19,-6.21,-8.41,-7.85,-10.94,-8.02,-6.05,-7.78,-9.78,-9.57,-8.33,-7.72,-7.66,-8.74,-7.57,-7.6,-6.03,-8.13,-6.27,-6.3
199002,1.89,1.37,3.12,2.22,1.9,2.64,2.11,2.72,2.98,4.68,2.6,0.85,2.82,1.77,4.81,0.86,1.5,1.73,1.88,2.63,2.5,1.16,0.39,1.36,1.73
199003,3.39,3.6,2.23,2.72,2.88,2.79,2.87,3.27,5.21,5.65,3.72,1.66,2.4,1.53,4.82,2.12,2.06,2.68,3.04,2.91,2.94,1.49,2.41,1.81,2.89
199004,-4.01,-3.1,-0.41,-2.31,-2.87,-4.67,-2.07,-1.73,-3.42,-4.58,-6.46,-3.47,-2.08,-4.5,-3.12,-4.85,-6.03,-4.56,-4.2,-3.17,-3.14,-3.58,-1.29,-2.22,-0.87
199005,5.4,4.33,6.31,5.75,6.85,7.08,6.53,6.38,7.04,9.53,7.98,6.13,6.92,7.15,9.99,6.88,7.94,8.72,8.34,12.83,7.92,8.76,10.96,9.36,9.55
199006,0.8,2.13,1.17,1.57,0.8,1.75,1.62,-1,-0.82,-0.46,0.45,0.92,0.64,0.41,0.11,-1.48,-1.41,-0.75,-1.19,-0.42,-3.63,-0.79,1.09,-2.21,1.06
199007,-4.1,-3.79,-3.29,-2.97,-4.88,-3.81,-2.36,-3.34,-3.29,-6.48,-6,-2.74,-2.75,-4.83,-3.86,-0.76,-2.18,-3.16,-2.04,-2.77,3.02,1.49,-0.88,0.86,-4.06
199008,-13.18,-11.58,-12.45,-12.3,-15.68,-11.95,-10.88,-10.37,-12.21,-16.16,-11.34,-9.44,-12.37,-11.04,-14.12,-9.33,-8.27,-10.3,-10.41,-12.47,-7.1,-6.29,-9.33,-9.72,-9.16
199009,-7.99,-9.56,-7.64,-7.39,-10.14,-8.64,-7.42,-7.34,-8.17,-11.39,-10.65,-4.45,-6.06,-9.55,-9.98,-7.54,-4.72,-7.13,-7.62,-8.85,-4.45,-0.73,-3.24,-6.24,-7.88
199010,-8.11,-6.7,-4.09,-5.79,-7.11,-6.51,-6.4,-4.29,-5.5,-5.82,-8.55,-2.57,-2.36,-4.16,-5.9,-5.1,-1.36,-3.12,-2.34,-4.02,-3.97,0.09,1.38,0.54,-1.89
199011,1.78,2.55,3.26,2.77,4.5,4.72,4.93,4.81,7.59,11.35,6.05,6.36,7.66,10.05,12.19,4.83,7.29,8.67,9.72,12.71,7.97,4.27,4.84,6.92,10.23
199012,-0.72,1.68,0.3,0.53,0.89,0.4,6.36,4.73,5.21,4.37,5.1,2.48,4.69,3.4,7.35,2.17,5.18,2.94,5.16,4.33,3.58,1.21,1.98,3.28,4.39
199101,9.82,8.14,8.3,6.58,9.51,7.67,9.88,6.88,7.47,8.76,6.52,4.74,5.95,8.39,10.43,5.51,3.79,6.41,5.85,9.37,0.81,0.72,5.59,3.64,9.32
199102,14.53,12.35,10.39,12.46,13.9,11.56,11.24,10.13,10.59,10.92,13.32,8.48,8.87,7.83,9.6,10.49,8.4,6.48,7.66,10.28,6.76,6,6.8,7.04,7.88
199103,9.31,5.42,6.07,8.39,10.12,7.38,5.68,5.69,4.63,6.95,5.25,3.54,2.23,4.91,7.91,1.49,2.41,4.37,4.89,5.28,1.79,1.74,1.02,3.76,3.11
199104,1.13,0.64,0.39,0.78,0.92,-1.52,-0.01,0.79,1.61,-0.15,0.7,2.06,0.41,1.16,-1.92,-0.5,0.85,2.13,1.3,0.3,0.82,0.67,-0.64,0.81,-0.54
199105,3.29,2.93,3.82,3.14,3.47,3.91,5.31,3.12,5.92,3.97,4.99,2.55,4.4,4.31,5.28,3.32,3.03,4.65,5.6,6.91,1.38,1.1,3.64,5.6,4.9
199106,-5.56,-2.24,-2.12,-3.85,-6.99,-6.38,-4.98,-3.36,-3.05,-5.33,-4.25,-3.01,-2.64,-2.63,-6.01,-3.17,-3.46,-5.71,-4.82,-4.91,-7.66,-2.62,-4.66,-4.49,-5.34
199107,2.45,3.16,2.14,2.6,3.11,1.87,3.16,1.23,2.25,5.75,8.24,3.43,5.32,4.1,5.57,4.42,4.57,3.73,2.97,7.63,2.32,4.64,4,4.74,6.13
199108,3.15,0.43,2.4,3.98,3.67,4.29,3.13,2.33,1.92,4.98,4.87,3.43,4.55,4.56,4.22,1.98,2.7,1.53,2.98,3.03,0.24,3.21,1.08,2.32,4.63
199109,1.71,0.08,-0.55,0,2.95,1.11,-0.37,0.43,0.22,1.43,-3.25,-0.08,0.24,-0.41,-0.24,-3.65,1.01,-0.47,-1.57,-0.01,-2.88,0.1,-0.19,-1.97,-2.88
199110,6.61,1.63,3.4,3.02,3.72,1.24,-1.48,1.56,1.32,3.88,2.75,1.3,1.74,3.3,2.71,2.19,2.2,1.4,0.98,3.32,-1.96,3.3,0.99,1.46,1.12
199111,-1.51,-4.04,-3.72,-1.4,-4.4,-3.97,-4.95,-3.24,-3.27,-6.48,-9.81,-3.96,-6.46,-2.96,-2.96,-6.93,-2.66,-4.24,-3.53,-3.05,-3.05,-2.6,-5.73,-4.03,-1.26
199112,5.55,3.87,6.06,5.16,4.37,7.2,7.15,6.52,7.2,9.99,10.59,9.45,8.95,10.02,14.29,12.25,7.88,8.85,11.26,13.6,6.94,9.98,8.53,11.36,16.23
199201,19.81,13.55,10.26,12.01,12.87,10.42,8.59,7.72,6.24,5.54,11.09,5.1,3.17,4.19,3.58,6.82,0.41,3.05,-0.16,-0.24,4.74,-2.98,-3.58,-1.48,-2.19
199202,3.71,6.33,3.77,5.73,3.54,1.48,3.9,4.62,1.75,1.81,9.53,5.05,3.59,1.12,0.58,4.85,2.27,2.62,0.64,1.62,5.44,-0.37,1.31,0.65,0.79
199203,-3.45,0.05,-2.47,-3.74,-4.67,-2.52,-1.09,-0.43,-1.14,-7.5,-0.58,-1.29,-0.92,-0.5,-5.22,-1.25,-1.39,-2.35,-2.46,-6.42,-2.62,-2.21,-1.22,-1.02,-3.37
199204,-7.03,-3.7,-2.32,-4.32,-7.07,-4,-0.64,-0.16,-3.53,-6.65,-1.43,1.44,-0.31,-2,-4.67,1.74,2.34,2.07,0.72,-1.51,2.18,4.93,5.89,2.46,-0.49
199205,-1.65,0.75,0.59,-0.39,-0.3,1.35,3.86,0.41,1.94,-0.24,2.03,1.07,1.95,0.33,0.09,0.89,0.89,-0.18,0.31,1.63,2.03,0.34,0.9,0.29,0.77
199206,-6.06,-4.61,-4.6,-7.53,-6.43,-5.15,-4,-2.16,-3.2,-5.31,-1.01,-1.72,-0.53,-3.5,-5.27,-1.66,-1.72,-1.99,-0.23,-4.11,0.36,-1.25,-0.27,-2.4,-2.42
199207,2.01,0.64,3.76,1.13,0.84,3.66,4.18,3.1,3.71,3.27,1.67,3.9,5.01,4.67,5.5,3.24,1.88,4.92,4.34,5.41,4.57,3.84,4.13,4.4,3.98
199208,-4.81,-3.74,-2.6,-2.75,-3.04,-4.38,-2.02,-1.77,-1.33,-3.3,-7.27,-2.71,-1.84,-2.56,-2.16,-3.88,-2.95,-1.75,-1.3,-2.65,-3.47,-1.69,-2.37,-0.97,-2.65
199209,0.74,0.97,1.16,2.18,0.63,3,2.56,2.62,1.61,1.76,5.21,0.87,0.85,1.23,3.98,1.77,1.85,1.49,1.85,0.93,2.79,0.21,0.61,1.32,2.34
199210,1.83,2.49,1.94,1.78,2.28,4.62,1.24,3.06,2.83,3.95,2.41,2.54,1.99,2.61,5.09,1.26,2.71,1.4,3.2,4.28,0.95,-0.13,-2.52,1.85,2.9
199211,8.95,7.02,10.79,8.65,9.72,6.34,6.79,6.43,5.98,9.75,4.58,6.01,6.44,5.54,9.05,4.88,4.28,2.79,5.07,6.81,2.63,2.14,2.71,3.32,5.61
199212,4.41,4.2,2.28,3.35,2.84,5.46,5.08,3.8,3.27,1.12,3.67,3.45,3.42,4.3,3.4,3.38,3.21,3.78,2.71,2.08,2.48,1.74,0.02,1.5,1.43
199301,6.47,6.04,4.59,4.74,4.2,5.72,4.58,3.21,4.47,1.09,4.79,2.83,2.28,0.77,1.36,4.22,3.58,1.78,1.28,1.83,4.19,2.44,0.38,-2.15,0.82
199302,-0.37,-1.67,-2.02,-2.39,-6.61,-0.94,-0.69,0.99,-0.8,-5.99,-1.12,2.03,-0.44,0.41,-4.35,1.17,1.39,2.74,-0.88,-2.75,3.88,3.99,2.01,0.21,-1.5
199303,3.54,3.84,2.52,4.68,0.6,1.99,5.57,2.22,2.7,1.01,1.12,5.93,3.94,2.5,4.28,4.62,3.06,3.21,3.85,3.88,1.44,3.76,0.67,3.19,1.09
199304,-2.9,-2.25,-1.77,-3.37,-3.11,-2.24,-3.87,-1.68,-1.64,-3.83,-2.02,-1.35,-2.99,-4.36,-1.67,-1.53,-2.93,-0.64,-4.3,-3.83,-0.01,-0.75,-3,-1.96,-5.81
199305,5.79,4.67,3.53,3.75,5.01,3.83,5.96,1.25,3.01,6.32,3.12,3.97,4.1,2.44,6.41,2.06,2.65,2.02,3.24,7.56,2.72,1.86,1.86,2.17,4.61
199306,1.63,1.37,0.37,-1.51,-0.7,2.6,0.04,0.33,1.9,-0.5,1.36,0.49,2.99,-0.74,-0.25,2.69,1.97,0.14,0.94,2.33,0.32,0.59,0.96,1.33,-1.88
199307,1.11,1.56,1.54,0.84,-0.31,1.98,3.01,1.61,1.15,-0.31,0.45,0.69,0.99,0.99,-0.36,2.33,1.22,0.33,-0.44,-1.12,1.29,0.47,1.3,-1.74,-2.51
199308,3.64,3.37,2.83,4.94,3.85,4.74,3.75,4.11,6.25,4.59,5.22,4.4,3,4.13,3.68,5.04,4.25,4.56,3.84,6.56,4.66,3.72,3.34,3.61,2.95
199309,4.03,1.76,2.27,2.87,2.76,2.71,2.13,1.6,2.21,4.3,3.04,0.19,0.21,1.8,3.67,0.07,0.53,0.81,-0.6,0.79,-0.34,0.81,-1.75,-1,-0.33
199310,6.79,3.04,3.85,4.12,5.06,3.75,0.8,1.36,2.95,2.89,3.48,2.05,0.45,0.14,0.55,2.68,0.65,0.84,-0.43,1.48,3.28,0.67,2.39,1.37,1.94
199311,-4.49,-1.42,-2.26,-1.32,-3.69,-4.17,-2.85,-1.73,-4.02,-3.31,-1.31,-1.18,-3.79,-2.22,-2.95,-1.94,-3.37,-2.96,-2.69,-2.79,-1.11,-2.64,-1.06,-0.71,1.45
